121 156
49 140 46
35 228 26
46 18 43
110 13 7
134 77 26
229 244 97
191 63 12
204 23 65
145 203 90
5 116 4
4 197 49
237 196 15
193 157 89
229 40 82
252 90 94
195 19 75
221 47 50
30 271 3
238 11 81
120 71 24
221 103 41
246 28 50
228 234 67
174 226 57
191 221 31
182 49 63
229 73 70
148 251 69
216 254 4
215 79 95
247 162 85
235 57 70
174 144 100
38 246 41
198 110 17
108 229 7
56 246 51
142 47 35
161 57 30
239 219 78
57 174 65
114 59 23
195 175 4
202 155 91
116 64 68
87 240 84
244 209 78
41 216 75
173 80 57
180 134 5
88 42 82
110 48 6
224 206 66
81 167 30
254 236 24
236 246 91
49 196 56
5 231 78
105 252 41
30 221 80
4 76 91
195 220 90
18 190 40
179 8 3
68 13 48
248 96 53
24 254 51
91 69 34
144 90 60
2 65 64
229 269 82
270 123 10
189 82 38
155 196 25
103 180 88
271 56 3
176 195 84
229 149 11
103 142 3
93 234 46
179 187
52 1 32
69 1 9
81 69 71
25 81 57
177 81 70
97 81 58
132 1 8
99 177 24
151 81 58
44 81 76
110 52 50
82 52 92
137 132 82
35 97 49
75 99 74
24 1 71
121 151 9
94 81 57
3 110 63
47 151 16
58 121 81
92 177 44
138 121 51
116 24 33
8 25 69
61 110 1
6 75 92
80 1 64
86 151 68
122 35 47
59 80 76
45 47 5
89 94 76
2 151 3
162 35 82
114 81 84
118 81 94
12 122 83
76 92 3
160 61 47
40 2 69
41 52 73
152 121 16
131 76 66
165 59 65
106 81 23
130 25 54
29 162 69
178 121 19
133 177 86
67 81 39
112 24 55
79 97 79
157 25 93
9 165 66
134 6 65
142 110 69
17 122 12
37 114 97
56 24 70
88 114 51
136 69 24
172 76 34
57 47 20
21 76 25
62 110 93
120 177 17
4 2 93
30 130 46
173 116 22
96 67 15
107 61 95
38 58 83
158 45 28
54 30 34
34 92 5
19 62 39
48 25 5
23 45 32
179 35 8
90 17 50
100 177 79
127 99 74
13 17 13
50 132 56
7 136 68
148 134 70
111 86 100
98 3 60
156 100 12
84 2 91
143 99 84
15 12 32
70 98 14
83 112 99
153 134 40
108 111 24
26 94 26
73 17 50
101 98 69
95 57 15
49 25 35
171 83 33
146 82 57
123 177 97
139 114 23
85 94 94
74 41 89
104 123 46
174 8 44
10 137 14
105 8 62
64 23 90
43 107 26
129 123 39
145 37 49
125 131 53
93 49 49
161 162 60
14 19 44
66 40 66
28 81 9
20 84 9
18 94 55
77 96 23
141 7 31
63 14 68
65 134 47
46 30 39
33 162 38
53 120 89
68 33 52
167 57 59
102 110 18
119 54 29
155 148 93
78 68 97
51 53 28
36 143 45
60 84 29
27 18 35
11 30 95
168 93 56
164 56 85
31 90 87
175 171 73
71 129 43
72 76 53
87 10 51
55 99 85
5 177 16
91 6 82
103 95 70
176 146 100
126 97 56
109 112 91
140 9 80
22 60 65
16 156 21
113 82 66
124 120 99
135 141 18
128 140 75
159 128 46
117 116 80
154 72 8
144 138 90
163 58 79
39 85 29
149 109 98
115 1 78
169 52 2
166 168 30
42 90 42
170 15 26
32 172 7
147 157 13
150 130 20
109 86 61
154 9 43
74 32 36
89 52 27
65 170 65
28 50 77
158 107 78
111 62 100
43 122 100
278 401
133 77 95
235 133 39
150 235 53
191 77 1
123 191 21
88 191 73
60 133 47
244 235 83
46 133 20
87 235 72
12 123 53
155 133 35
231 12 27
101 88 10
85 88 75
134 191 72
34 87 63
173 46 13
192 231 10
115 88 40
263 191 96
9 85 81
200 60 62
5 115 96
210 231 6
169 231 63
249 46 51
253 46 39
126 134 21
156 126 45
18 231 76
47 34 37
135 231 37
254 173 46
225 249 5
20 34 36
216 60 43
277 173 99
62 216 10
190 216 54
102 155 93
148 169 18
167 277 1
164 85 56
264 134 85
36 191 91
248 133 52
182 77 3
234 155 39
239 126 69
160 248 11
165 173 38
95 34 88
221 123 30
142 102 85
170 264 88
213 77 96
168 248 86
70 165 67
91 231 54
171 133 19
258 47 55
117 12 17
208 168 71
92 156 12
261 126 81
58 155 72
39 213 94
131 164 99
106 133 9
114 192 68
129 160 48
109 117 89
119 95 55
53 200 35
61 249 20
86 9 17
269 126 57
25 60 62
176 277 19
178 61 100
232 134 73
141 129 11
16 264 100
17 117 1
199 221 58
147 135 35
159 231 86
143 61 13
24 131 54
140 150 89
84 58 19
103 123 21
59 103 75
113 24 54
179 102 54
51 165 6
108 213 12
32 113 27
145 231 17
75 170 76
274 84 38
151 91 24
228 39 81
23 46 6
202 213 62
195 143 7
52 36 81
110 200 33
30 70 77
271 244 17
230 52 3
251 84 36
40 140 61
163 208 43
240 171 69
112 24 67
273 244 74
80 190 11
184 123 88
69 112 11
270 228 2
66 232 72
186 192 46
50 106 57
65 108 64
105 140 88
138 263 2
209 274 5
218 159 39
211 156 29
256 108 87
67 200 85
29 168 6
222 269 79
193 129 97
125 114 47
220 171 55
99 173 12
43 277 68
48 58 96
194 9 37
76 59 32
180 12 73
89 179 5
201 129 70
245 23 22
7 184 2
152 263 78
15 245 77
79 77 18
268 225 84
214 48 13
41 263 27
157 184 25
144 171 87
63 218 24
45 147 39
158 216 79
31 9 59
259 230 43
174 66 3
212 228 83
262 15 65
237 268 32
236 101 21
278 271 68
14 200 68
118 80 24
185 63 87
21 20 98
149 228 60
116 199 93
166 30 47
98 168 88
272 155 67
233 17 9
243 23 7
13 116 44
207 20 67
219 259 82
205 159 83
238 156 20
54 251 27
4 135 83
187 95 35
137 99 35
111 4 42
139 159 70
107 70 98
28 182 58
104 256 64
1 243 54
82 92 79
276 131 77
250 80 91
56 84 44
188 65 8
177 165 56
121 133 93
73 178 21
33 268 13
74 105 99
27 244 79
71 102 38
68 14 35
26 190 28
241 17 90
224 65 54
161 116 48
72 258 59
37 66 40
257 184 20
78 47 28
265 12 84
136 219 65
100 241 61
2 104 65
183 63 75
42 180 22
252 161 4
35 243 64
275 219 85
189 200 18
44 238 52
93 48 80
247 133 82
55 25 48
266 141 37
8 195 82
217 35 43
227 274 1
153 179 98
146 194 57
267 101 88
215 28 55
154 74 66
223 102 12
260 169 97
175 241 5
57 212 58
38 14 42
246 156 25
94 225 12
10 34 18
198 95 5
122 167 75
197 34 74
90 50 27
204 114 61
172 61 29
3 170 80
11 210 56
130 147 10
83 65 21
128 222 50
6 99 56
120 84 53
203 213 18
229 3 34
96 168 19
206 170 44
196 165 60
162 106 85
255 214 55
242 172 16
22 158 96
127 141 69
124 42 73
97 128 14
181 28 6
132 250 6
19 152 8
49 225 4
64 194 54
81 65 84
226 112 66
94 278 53
226 144 88
143 87 57
71 132 33
58 199 4
237 33 100
102 222 52
219 152 84
161 265 30
130 60 94
245 135 82
100 9 58
254 203 82
165 46 87
3 88 87
187 245 58
119 85 77
1 27 35
41 194 58
244 127 32
186 214 53
184 133 32
50 1 9
9 152 39
190 257 29
219 53 96
25 65 47
239 29 100
181 8 86
139 188 39
65 257 37
203 242 74
6 258 37
183 10 56
97 238 47
202 84 7
247 80 9
229 202 72
143 150 82
21 98 66
11 101 71
124 36 59
67 62 98
103 163 58
180 147 55
190 247 38
213 165 60
93 251 42
22 261 89
102 207 65
68 230 35
244 215 77
270 268 36
11 29 55
52 89 75
48 235 76
137 46 62
134 64 75
211 147 10
58 215 74
41 72 80
123 208 88
155 159 60
22 35 44
222 86 40
243 107 71
23 261 37
76 79 85
194 278 28
17 167 79
40 203 94
157 2 72
223 141 33
181 172 9
3 89 48
56 52 96
269 179 65
158 201 6
153 46 49
254 40 51
267 52 72
276 46 78
186 190 91
243 233 78
266 100 69
122 242 7
155 212 78
62 276 80
234 4 40
170 207 82
119 38 4
261 155 38
96 5 11
138 275 60
241 163 24
111 234 67
62 81 30
208 159 96
197 237 49
80 173 75
163 152 18
91 125 70
210 216 87
138 164 29
109 208 37
41 71 31
255 37 38
14 141 56
243 105 39
260 6 41
114 213 98
165 61 57
95 253 71
277 14 1
41 56 93
115 55 99
126 172 29
131 23 76
226 219 12
168 154 76
111 98 43
99 16 57
68 34 36
23 110 12
72 73
51 22 27
67 22 76
34 51 26
36 51 95
50 67 87
57 51 31
40 22 26
24 22 38
35 40 44
39 35 75
28 34 88
37 39 54
66 35 50
62 57 69
2 66 90
52 34 5
7 35 3
68 51 90
30 57 21
19 34 53
13 34 91
61 24 74
41 61 77
53 34 23
56 53 71
33 36 75
58 7 74
72 13 3
70 41 6
8 62 73
26 51 88
60 67 2
20 62 47
64 8 7
71 53 63
46 58 12
3 36 5
42 2 97
69 42 28
32 35 84
47 8 78
49 60 48
12 67 59
10 49 12
43 67 86
55 46 41
16 51 30
29 46 68
5 57 77
11 57 58
15 2 61
9 13 2
65 52 76
63 41 90
23 72 18
6 39 68
44 16 44
17 28 16
27 41 15
54 22 41
21 5 30
4 62 42
1 35 66
59 53 29
14 51 21
38 24 54
48 50 73
18 26 76
25 51 42
31 29 17
45 36 78
60 15 21
61 3 39
35 54
5 13 73
4 13 87
19 13 90
15 4 10
23 19 12
31 19 94
7 13 55
26 7 10
21 23 86
28 31 91
34 5 43
30 5 29
6 4 44
35 30 11
20 6 34
8 30 91
12 31 24
17 6 29
18 30 100
22 7 33
32 12 18
16 6 30
33 8 72
25 28 65
3 32 12
14 22 67
29 3 85
1 8 60
11 32 49
9 32 16
10 6 69
24 31 71
27 1 22
2 30 16
20 4 15
5 12 100
22 6 12
35 28 26
9 24 84
3 5 75
16 28 16
32 16 7
17 2 9
17 34 8
35 12 26
8 10 36
21 30 55
32 18 25
10 2 52
26 11 38
11 17 14
31 32 68
6 13 92
3 6 22
278 330
259 151 54
193 151 52
69 193 41
270 193 96
217 270 94
164 259 18
208 69 14
153 270 80
139 270 22
19 164 83
4 153 5
252 217 88
264 153 98
12 193 20
244 252 2
81 4 84
246 69 31
174 81 83
182 244 79
56 208 87
39 19 34
155 174 82
55 182 75
240 264 80
199 174 11
238 240 81
25 151 15
276 246 91
215 259 67
225 69 49
156 39 59
262 25 15
45 193 23
133 252 70
195 240 73
210 262 30
79 39 78
44 39 65
32 174 54
89 182 66
223 69 22
129 270 15
212 223 45
102 182 81
121 225 42
250 45 33
173 217 69
187 217 67
82 44 6
76 102 36
188 156 53
177 199 38
95 225 74
2 225 39
18 177 10
92 262 91
83 92 20
175 153 39
107 44 92
171 12 12
222 4 9
17 151 43
277 187 89
37 79 42
167 262 87
16 164 1
15 81 86
247 151 60
205 69 9
166 102 27
24 164 63
86 223 24
8 12 70
75 102 41
236 153 61
87 151 16
163 173 89
239 252 43
48 155 91
157 2 16
145 223 32
278 250 82
269 45 25
198 81 75
194 177 96
7 223 16
65 173 83
88 86 15
109 205 22
274 247 8
128 95 93
226 163 45
58 247 92
118 215 90
31 18 37
11 246 60
68 167 57
134 109 8
202 109 31
207 37 96
136 32 9
243 31 20
183 39 49
78 55 35
161 11 99
34 8 2
253 15 42
204 208 4
94 87 72
245 225 77
105 58 8
46 269 52
97 236 37
256 193 76
29 109 27
80 81 81
258 87 48
36 259 28
26 88 64
20 128 47
35 68 16
91 252 62
213 45 71
13 91 89
146 187 18
180 15 99
49 20 85
242 65 84
43 12 75
103 188 34
160 34 57
144 129 94
116 151 82
142 204 25
119 118 12
209 163 10
64 44 4
84 236 45
85 212 7
6 146 31
14 164 35
28 225 57
98 12 76
9 183 58
275 151 9
219 225 78
90 144 96
272 82 20
267 274 90
93 160 79
159 87 12
169 274 84
130 45 27
201 89 87
148 167 85
50 4 25
42 133 72
120 4 68
162 155 100
190 173 98
179 80 11
23 183 93
113 244 18
263 13 94
152 182 82
38 18 4
261 169 37
260 4 98
67 174 7
115 15 21
189 18 48
52 118 5
251 37 2
61 262 94
168 128 40
191 8 51
101 260 31
227 182 24
112 14 3
211 256 73
70 8 25
53 144 64
248 277 4
241 136 89
249 107 7
110 168 6
150 243 27
71 174 48
216 194 49
10 109 18
117 94 67
114 81 87
220 88 61
176 136 8
184 56 37
59 55 47
140 11 31
123 31 82
268 238 59
77 67 75
73 32 90
40 46 96
229 246 29
74 219 11
22 83 41
1 215 20
5 247 27
231 151 78
132 157 16
108 242 90
99 83 56
203 231 100
206 231 39
196 64 5
233 94 70
106 90 23
96 116 72
271 171 51
127 73 93
3 153 71
62 43 91
214 37 66
154 12 61
147 269 63
131 62 87
126 198 43
178 35 42
200 239 57
273 268 71
218 168 44
41 259 39
100 155 52
33 56 2
149 7 69
66 171 47
104 217 21
158 168 95
30 39 95
27 29 90
47 95 89
230 59 37
141 210 24
51 31 35
125 90 80
254 7 90
192 104 77
237 147 29
257 58 77
135 272 29
60 136 93
228 52 52
165 103 53
138 130 80
111 4 78
124 52 74
137 157 41
54 56 8
72 222 66
181 107 62
221 277 45
232 273 16
235 58 24
234 124 51
143 203 6
122 96 79
172 8 83
224 56 37
185 201 18
265 248 57
57 253 67
21 274 96
197 147 61
186 114 59
255 18 86
63 164 53
266 124 6
170 107 51
199 277 48
165 65 17
52 145 12
77 107 84
232 228 82
58 17 8
46 248 71
17 224 13
158 147 52
133 61 18
251 4 34
102 144 39
276 31 89
171 107 64
8 249 43
82 250 62
42 109 56
230 124 93
22 146 76
140 24 93
155 105 24
125 212 71
183 21 71
175 194 95
59 119 76
3 252 69
73 24 8
158 125 81
236 28 72
205 229 61
35 61 22
243 27 42
10 230 42
20 113 91
209 27 52
46 140 3
30 206 37
183 16 95
268 91 85
132 203 66
149 79 2
71 192 94
211 15 54
55 256 57
187 199 97
11 38 16
245 61 70
102 85 51
216 276 91
239 275 49
162 241 39
167 154 72
245 145 47
108 212
55 34 95
14 55 89
32 14 86
6 55 17
18 14 42
27 34 62
37 18 54
60 55 16
24 34 83
76 6 54
79 6 44
70 76 94
54 37 20
53 54 11
1 79 18
16 32 95
75 79 2
5 55 55
77 76 74
63 37 21
26 1 44
2 53 34
61 24 80
93 53 59
98 2 23
52 34 98
9 61 40
13 76 21
62 9 98
8 55 39
88 26 52
73 26 37
59 76 91
17 59 31
50 32 17
19 62 5
89 27 70
7 5 17
57 50 13
72 55 73
58 53 29
80 9 32
85 32 56
20 1 22
30 79 4
87 5 99
95 26 29
22 62 83
99 5 10
40 63 80
36 89 99
86 34 3
103 55 12
81 73 70
74 54 7
21 80 68
91 1 17
4 13 66
101 99 37
47 70 67
56 8 94
71 77 15
67 89 43
102 20 92
108 34 71
78 75 88
65 50 82
49 101 12
107 13 5
97 60 95
25 103 99
51 99 60
28 49 85
33 65 25
39 63 75
42 47 60
66 8 94
82 52 49
105 55 42
31 87 75
96 34 51
11 99 48
46 24 1
12 13 1
64 89 3
38 50 24
84 103 83
92 42 55
48 14 17
90 58 64
45 52 41
44 58 94
43 8 30
83 43 48
3 77 33
68 26 76
29 14 66
104 43 78
69 79 47
15 14 74
106 79 18
94 86 72
35 82 41
23 11 73
100 70 55
41 37 63
10 96 57
17 5 75
101 69 75
41 66 72
18 75 77
34 31 92
71 84 10
63 65 80
15 39 27
74 58 58
17 94 57
71 106 22
99 70 22
25 67 69
73 36 34
97 72 8
46 55 36
52 39 67
85 104 11
32 100 78
29 49 8
49 102 72
29 31 56
105 14 59
34 5 73
46 12 48
93 65 86
55 15 16
35 34 72
6 88 81
2 13 58
13 52 86
20 34 47
60 81 23
102 86 2
77 58 75
62 7 23
58 93 21
1 60 26
80 94 8
28 86 15
9 96 6
74 100 45
58 51 78
104 71 45
90 77 61
27 38 97
16 50 98
38 33 94
57 12 33
45 80 69
23 10 77
79 84 29
96 104 4
58 56 34
38 60 100
61 80 45
23 22 73
19 1 13
3 21 95
97 80 34
10 58 19
81 22 31
23 66 16
73 96 11
62 84 80
47 87 25
108 3 59
87 23 10
95 50 87
107 20 17
19 68 40
10 107 28
18 108 30
8 83 76
81 67 73
24 29 81
79 20 87
54 105 50
93 29 84
67 66 52
68 88 56
91 72 61
24 18 78
76 10 77
101 30 36
92 93 91
96 32 54
65 25 61
77 68 58
26 39 82
44 22 56
64 28 9
89 5 91
94 92 96
10 35 91
71 3 40
19 48 49
33 68 46
37 107 75
33 108 11
10 19 39
17 28 89
27 102 67
41 17 77
37 5 13
195 308
184 185 28
23 184 74
178 185 51
86 184 74
15 23 33
158 23 40
172 158 11
125 178 67
37 125 13
113 185 81
33 125 8
121 185 48
56 15 20
7 125 23
64 86 92
110 64 31
115 33 85
89 15 15
49 115 87
146 125 18
106 125 3
148 89 69
13 125 16
72 185 7
66 23 20
40 172 26
102 146 76
26 23 36
45 23 17
73 148 80
136 23 8
157 7 80
28 45 92
195 106 59
104 184 27
152 56 58
169 104 63
149 64 32
168 56 48
101 146 17
111 101 30
122 148 47
170 158 74
144 110 88
78 64 11
117 102 12
174 45 29
118 89 59
124 102 48
90 121 65
162 23 34
63 64 38
116 172 33
70 125 86
180 73 2
8 33 93
142 73 67
77 158 49
60 117 51
84 169 32
42 8 100
186 72 97
191 60 52
103 148 7
3 90 68
71 116 69
141 64 95
129 40 17
156 170 72
189 124 1
52 156 12
19 149 13
159 122 69
98 191 48
65 169 24
81 116 97
193 103 84
22 178 2
38 113 22
132 86 99
69 71 43
75 113 53
119 73 76
11 146 37
135 104 67
177 180 35
194 81 38
167 40 8
62 144 44
48 103 6
47 86 63
82 69 84
133 49 52
181 37 48
5 38 17
29 19 82
163 142 24
85 23 12
137 178 78
46 144 30
123 158 88
171 15 41
155 8 18
2 142 98
41 62 50
154 65 8
96 52 84
92 41 99
179 163 37
107 117 83
4 38 76
34 133 11
59 102 10
91 155 29
54 123 82
35 22 59
1 123 11
147 15 100
44 144 92
58 149 2
105 149 90
20 172 55
27 58 28
139 141 65
94 157 1
6 49 89
114 85 9
24 94 20
175 15 72
131 7 16
192 92 16
182 56 10
61 146 2
108 162 93
32 104 87
176 42 65
95 154 32
134 45 43
153 139 60
9 82 17
30 2 95
145 44 14
164 116 65
83 146 66
36 153 69
50 28 39
68 81 35
130 102 47
140 83 6
99 77 74
120 83 73
138 155 40
31 177 59
93 168 3
160 2 15
173 122 82
88 144 6
67 146 84
87 22 74
53 179 90
80 59 72
150 176 69
25 36 42
151 25 32
57 184 100
79 29 69
165 65 78
166 69 18
109 44 25
17 33 93
187 85 19
127 72 8
74 159 50
183 42 63
100 194 40
112 23 25
51 122 84
97 69 46
190 65 76
188 42 77
12 46 83
10 31 55
55 121 20
14 15 37
126 144 77
161 145 86
21 146 15
43 12 40
128 130 20
16 164 5
76 40 92
143 110 36
39 85 59
18 90 15
79 185 35
61 4 73
130 118 96
66 164 90
185 23 51
166 74 48
75 130 11
185 172 55
176 125 42
122 144 59
149 33 49
122 8 42
114 176 78
8 38 23
21 45 62
154 188 74
116 141 95
48 178 26
23 111 40
77 5 52
66 49 81
131 87 22
67 120 53
55 173 95
184 169 68
7 1 11
6 74 23
156 108 100
106 154 13
134 13 57
46 13 83
109 171 27
66 33 31
7 5 72
117 135 99
63 96 14
171 40 2
2 117 91
189 39 55
49 30 15
45 108 99
115 1 23
47 169 38
9 10 64
12 8 1
72 108 17
98 175 92
186 101 70
58 31 38
82 176 2
12 167 95
185 115 10
65 146 4
98 152 68
117 73 69
45 143 35
22 137 78
35 78 85
88 60 28
88 106 37
76 23 70
112 90 8
121 182 79
34 102 25
139 48 46
61 69 62
82 192 88
192 195 20
35 152 100
137 10 47
117 163 84
55 104 44
129 74 99
39 9 34
186 179 49
2 19 67
71 59 63
107 145 23
173 135 71
100 141 41
170 74 24
171 55 93
70 38 64
181 110 49
80 147 72
185 100 40
62 103 30
168 113 98
124 38 52
195 181 53
147 125 88
25 103 45
186 120 78
20 9 80
14 102 8
47 10 89
131 164 4
134 97 61
67 20 48
164 41 80
87 20 67
4 133 23
69 8 87
170 185 77
190 55 58
75 68 13
78 152 74
91 105 6
90 5 61
159 77 22
1 24 22
4 31 62
155 128 74
146 92 91
247 368
44 15 62
23 44 21
100 15 74
183 23 7
56 100 44
154 15 94
28 23 41
194 154 28
161 154 52
123 183 79
90 100 60
79 90 48
210 23 23
29 56 100
38 183 4
237 90 66
116 154 96
54 100 40
167 15 9
144 194 19
83 15 86
5 38 52
140 44 5
158 83 59
192 44 27
213 123 29
121 183 86
198 154 20
30 79 6
174 100 89
176 100 88
94 30 1
247 116 75
33 210 91
92 38 22
228 56 64
66 194 46
169 94 19
153 121 67
178 194 72
236 29 18
171 66 28
81 54 65
86 194 90
220 23 90
225 5 9
197 198 74
206 33 17
204 140 21
22 204 21
215 30 57
102 183 7
32 176 34
78 86 3
27 169 38
168 153 3
149 192 91
24 33 100
105 22 17
67 197 76
6 194 75
227 102 70
96 227 32
20 213 92
180 105 26
162 198 81
46 81 77
143 153 33
87 210 27
106 168 85
242 220 70
245 192 26
243 116 66
65 83 100
13 206 17
95 140 62
175 116 39
31 66 56
205 176 15
77 183 25
104 197 79
119 204 75
230 94 99
101 227 88
47 206 38
199 30 41
18 90 33
117 230 22
50 149 53
88 94 30
40 206 28
91 247 71
244 90 26
232 220 33
93 6 92
72 176 60
111 143 16
182 123 53
34 178 37
82 20 15
55 5 24
99 169 62
189 67 14
148 29 20
69 220 88
207 20 66
181 167 46
124 182 97
128 143 66
201 194 45
186 96 90
3 88 71
173 178 53
36 247 26
172 173 4
218 18 97
131 104 90
217 22 43
233 144 96
152 161 25
202 81 6
179 245 75
234 167 68
71 153 20
109 29 62
48 33 34
14 99 30
112 228 13
159 104 52
130 38 61
134 27 11
155 233 17
231 143 24
84 94 99
211 40 87
51 123 2
39 149 42
224 79 31
139 91 58
136 6 30
76 44 82
135 247 56
208 93 25
41 71 86
214 182 64
209 244 61
191 149 14
17 33 42
235 87 37
57 159 61
42 92 29
52 206 67
125 236 38
170 104 14
127 72 27
26 29 11
122 105 36
160 90 9
165 48 64
75 15 43
97 134 32
188 208 26
98 122 11
185 159 79
115 95 64
37 214 56
19 152 1
142 181 38
68 207 13
200 192 87
85 130 31
70 76 65
62 160 79
238 15 12
156 20 67
4 247 22
132 192 95
12 233 98
193 204 50
219 152 32
43 180 4
21 70 63
53 51 22
223 247 60
60 76 4
150 5 25
45 144 7
120 57 100
157 52 15
114 112 5
110 162 36
196 95 27
129 23 24
118 22 92
133 236 94
2 47 14
163 67 59
58 161 37
16 139 92
221 180 86
10 3 60
239 58 94
7 170 51
64 170 79
73 32 34
147 16 87
190 136 52
241 33 19
80 159 63
187 22 43
151 111 69
137 80 46
195 51 2
61 58 24
35 15 57
59 139 36
216 3 24
222 35 78
145 73 47
203 179 80
164 65 52
103 6 15
107 155 80
226 20 32
177 140 61
113 58 99
9 69 54
25 3 1
8 228 78
240 81 89
146 23 52
246 43 18
212 247 33
74 189 68
126 234 44
89 40 46
1 61 75
141 4 91
63 8 9
11 240 34
184 116 83
166 181 69
108 44 1
229 142 100
49 203 88
138 156 66
200 164 4
99 228 12
49 9 78
87 109 56
56 81 46
124 91 94
214 168 76
88 130 60
24 120 43
4 20 50
235 131 61
129 48 93
194 65 5
126 9 77
206 166 1
120 239 28
35 51 52
99 91 56
141 189 77
110 238 17
50 94 5
70 157 53
112 241 24
13 36 46
128 171 72
7 56 76
242 96 24
158 56 14
93 68 1
154 160 23
165 94 61
178 196 92
208 209 73
230 146 5
189 145 30
126 65 98
10 201 42
171 181 37
49 175 36
112 157 63
167 160 97
159 107 42
132 199 25
234 117 8
115 116 3
188 197 37
216 244 11
74 180 98
48 35 34
201 4 99
190 182 26
20 35 41
105 197 17
65 207 8
40 57 74
227 54 20
196 7 73
172 159 24
165 42 48
61 117 45
101 112 34
109 173 72
74 25 47
7 75 98
135 195 70
67 182 27
53 121 90
232 45 5
185 40 8
218 99 57
73 43 33
194 200 84
82 199 56
143 108 99
116 181 96
63 172 40
163 139 53
3 99 21
133 116 15
96 84 59
204 158 31
78 125 70
122 133 2
81 146 72
216 2 14
116 101 42
166 47 91
71 82 6
20 77 35
2 26 36
118 95 63
246 73 48
209 230 23
22 43 37
82 185 6
238 174 76
6 109 61
198 128 91
204 182 6
6 82 6
135 193 23
106 196 43
52 173 41
237 108 50
138 81 79
107 186 9
194 16 32
65 216 80
128 62 50
151 156 89
239 142 35
126 176 68
55 152 58
214 114 94
169 48 99
102 204 1
203 89 85
169 209 13
25 78 68
179 239 42
110 211 34
192 6 62
11 16
8 3 56
9 8 23
7 3 17
11 7 6
6 9 89
4 11 58
10 3 74
2 10 54
1 6 9
5 11 16
9 1 44
4 5 51
5 8 14
1 2 22
2 9 93
5 2 75
121 232
88 116 85
32 88 27
100 88 96
101 100 2
107 101 44
103 32 20
37 32 34
20 103 95
74 100 83
83 20 52
98 101 49
24 83 48
105 37 46
108 101 31
40 100 34
8 98 94
30 8 3
50 20 86
78 20 46
113 32 16
3 107 18
104 3 58
13 74 30
75 37 15
76 113 90
10 107 95
9 20 67
6 113 72
106 107 72
61 113 46
33 76 87
38 100 20
63 61 99
19 13 67
15 88 92
110 76 45
72 3 73
22 108 94
4 63 44
80 110 2
54 110 46
29 38 47
109 101 20
55 15 99
119 109 95
48 78 75
42 103 45
70 100 54
71 61 49
16 107 1
99 100 69
56 55 53
112 37 22
117 40 70
14 83 94
86 55 70
115 6 75
65 117 61
92 48 48
120 56 4
84 76 59
7 15 39
1 38 95
58 30 63
79 61 75
25 110 65
82 71 27
41 32 6
59 70 99
57 58 22
60 76 51
47 42 99
114 58 83
23 114 23
73 38 25
66 86 18
89 78 90
102 58 60
27 88 56
21 57 70
93 38 16
67 7 28
26 4 74
94 79 81
69 100 30
17 84 28
45 99 79
35 66 23
68 115 59
2 70 49
31 27 34
97 89 49
12 41 16
51 106 49
43 97 27
118 86 86
121 103 95
95 41 87
52 84 44
18 10 62
87 107 72
111 40 72
49 82 5
85 74 21
91 8 16
39 2 96
11 83 2
62 104 35
96 105 23
77 43 92
53 116 51
5 48 86
36 53 32
28 47 7
34 88 37
46 32 24
64 15 46
90 116 21
81 50 82
44 59 69
36 113 58
121 117 66
64 30 44
88 63 67
98 67 71
29 106 14
47 5 54
63 121 41
67 22 37
15 23 52
61 16 20
8 89 85
5 2 17
108 56 85
44 48 71
35 86 90
82 29 88
83 64 71
84 8 59
5 19 40
8 114 88
56 85 89
93 26 91
60 44 77
59 76 25
95 13 83
65 32 38
53 54 58
20 8 53
102 1 36
113 78 34
19 15 1
23 120 95
19 8 3
66 117 83
97 62 31
97 30 30
85 120 49
24 40 91
56 50 80
92 20 77
89 76 55
57 56 67
119 38 5
33 59 35
55 27 66
7 36 87
3 36 70
59 53 73
34 39 49
108 78 35
52 11 5
5 116 61
79 99 96
20 43 87
79 57 27
108 40 9
118 69 75
28 13 52
112 70 63
28 76 31
49 115 97
